3;4;602;15;6;В каком генеральном направлении следует это судно (система МАМС)?;
5;4;1344;14;6;В каком генеральном направлении следует это судно (система МАМС)?;
6;4;1586;14;6;В каком генеральном направлении следует это судно (система МАМС)?;
1;4;346;15;6;В каком генеральном направлении следует это судно?;
5;3;1254;6;12;В каком из вариантов ответа правильно названы формы барического рельефа на карте погоды?;
5;3;1362;15;12;В каком из вариантов ответа правильно названы формы барического рельефа на карте погоды?;
6;3;1496;6;14;В каком из вариантов ответа правильно названы формы барического рельефа на карте погоды?;
6;3;1603;15;14;В каком из вариантов ответа правильно названы формы барического рельефа на карте погоды?;
5;3;1194;1;12;В каком из вариантов ответа правильно перечислены наименования форм барического рельефа, изображаемых на синоптических картах?;
5;3;1302;10;12;В каком из вариантов ответа правильно перечислены наименования форм барического рельефа, изображаемых на синоптических картах?;
6;3;1436;1;14;В каком из вариантов ответа правильно перечислены наименования форм барического рельефа, изображаемых на синоптических картах?;
6;3;1544;10;14;В каком из вариантов ответа правильно перечислены наименования форм барического рельефа, изображаемых на синоптических картах?;
2;1;152;16;2;В каком из изображенных случаев судно имеет отрицательную остойчивость?;
3;1;1094;16;2;В каком из изображенных случаев судно имеет отрицательную остойчивость?;
5;1;1364;16;2;В каком из изображенных случаев судно имеет отрицательную остойчивость?;
6;1;1606;16;2;В каком из изображенных случаев судно имеет отрицательную остойчивость?;
2;5;140;14;10;В каком из перечисленных случаев государственный инспектор по маломерным судам имеет право использовать суда, принадлежащие гражданам?;
4;5;666;7;8;В каком из перечисленных случаев государственный инспектор по маломерным судам имеет право использовать суда, принадлежащие гражданам?;
2;5;159;16;9;В каком из перечисленных случаев маломерному судну разрешается маневрировать на акватории пляжа?;
4;5;657;6;7;В каком из перечисленных случаев маломерному судну разрешается маневрировать на акватории пляжа?;
8;5;1091;10;7;В каком из следующих случаев не разрешается пользоваться гидроциклом?;
7;5;809;10;7;В каком из следующих случаях не разрешается пользоваться гидроциклом?;
9;5;1007;10;9;В каком из следующих случаях не разрешается пользоваться гидроциклом?;
2;1;2;1;2;В каком из этих случаев остойчивости судно находится в состоянии безразличного равновесия?;
3;1;402;1;2;В каком из этих случаев остойчивости судно находится в состоянии безразличного равновесия?;
4;1;612;1;2;В каком из этих случаев остойчивости судно находится в состоянии безразличного равновесия?;
5;1;1184;1;2;В каком из этих случаев остойчивости судно находится в состоянии безразличного равновесия?;
6;1;1426;1;2;В каком из этих случаев остойчивости судно находится в состоянии безразличного равновесия?;
1;1;332;14;2;В каком из этих случаев судно находится в состоянии безразличного равновесия?;
2;1;192;20;2;В каком из этих случаев судно остойчиво?;
1;1;322;13;2;В каком из этих случаев судно остойчиво?;
4;1;708;13;2;В каком из этих случаев судно остойчиво?;
3;1;1150;20;2;В каком из этих случаев судно остойчиво?;
5;1;1412;20;2;В каком из этих случаев судно остойчиво?;
6;1;1654;20;2;В каком из этих случаев судно остойчиво?;
2;4;87;9;7;В каком месте выставляется этот плавучий знак системы МАМС?;
2;4;196;20;6;В каком месте устанавливается этот береговой знак " Ориентир"?;
9;2;962;5;2;В каком случае гидроцикл становится неуправляемым?;
7;2;764;5;2;В каком случае гидроцикл становится неуправляемым?;
8;2;1046;5;2;В каком случае гидроцикл становится неуправляемым?;
1;5;260;6;10;В каком случае государственный инспектор по маломерным судам имеет право использовать суда, принадлежащие гражданам?;
3;5;480;6;10;В каком случае государственный инспектор по маломерным судам имеет право использовать суда, принадлежащие гражданам?;
5;5;1372;16;10;В каком случае государственный инспектор по маломерным судам имеет право использовать суда, принадлежащие гражданам?;
6;5;1614;16;10;В каком случае государственный инспектор по маломерным судам имеет право использовать суда, принадлежащие гражданам?;
2;5;83;9;3;В каком случае маломерному судну разрешается останавливаться или становиться на якорь в пределах судового хода?;
2;5;163;17;3;В каком случае маломерному судну разрешается останавливаться или становиться на якорь в пределах судового хода?;
3;5;1103;16;11;В каком случае маломерному судну разрешается останавливаться или становиться на якорь в пределах судового хода?;
6;5;1732;16;11;В каком случае маломерному судну разрешается останавливаться или становиться на якорь в пределах судового хода?;
1;5;320;12;10;В каком случае разрешается на гребную лодку устанавливать мотор?;
3;5;564;12;10;В каком случае разрешается на гребную лодку устанавливать мотор?;
5;5;1300;10;10;В каком случае разрешается на гребную лодку устанавливать мотор?;
6;5;1542;10;10;В каком случае разрешается на гребную лодку устанавливать мотор?;
3;5;1102;16;10;В течение какого времени со дня приобретения судна (не позже) оно должно быть предъявлено на государственную регистрацию?;
5;5;1252;6;10;В течение какого времени со дня приобретения судна (не позже) оно должно быть предъявлено на государственную регистрацию?;
6;5;1494;6;10;В течение какого времени со дня приобретения судна (не позже) оно должно быть предъявлено на государственную регистрацию?;
1;5;360;16;10;В течение какого времени со дня приобретения судна (не позже) оно должно быть предъявлено на государственную регистрацию? ;
5;5;1240;5;10;В течение какого времени судоводитель имеет право обжаловать постановление по делу об административном правонарушении со дня вручения ему или получения им копии постановления?;
6;5;1482;5;10;В течение какого времени судоводитель имеет право обжаловать постановление по делу об административном правонарушении со дня вручения ему или получения им копии постановления?;
1;5;380;18;10;В течение какого времени судоводитель имеет право обжаловать постановление по делу об административном правонарушении со дня вручения ему или получения копии постановления?;
3;5;1130;18;10;В течение какого времени судоводитель имеет право обжаловать постановление по делу об административном правонарушении со дня вручения ему или получения копии постановления?;
5;5;1228;4;10;В течение какого времени судоводитель имеет право обжаловать постановление по делу об административном правонарушении со дня вручения ему или получения копии постановления?;
6;5;1470;4;10;В течение какого времени судоводитель имеет право обжаловать постановление по делу об административном правонарушении со дня вручения ему или получения копии постановления?;
2;5;190;19;10;В течение какого времени судоводитель имеет право обжаловать постановление по делу об административном правонарушении со дня получения копии постановления?;
9;5;952;3;10;В течение какого срока гражданин, в отношении которого вынесено административное наказание за нарушение правил пользования маломерными судами, имеет право подать жалобу?;
7;5;754;3;8;В течение какого срока гражданин, в отношении которого вынесено административное наказание за нарушение правил пользования маломерными судами, имеет право подать жалобу?;
8;5;1036;3;8;В течение какого срока гражданин, в отношении которого вынесено административное наказание за нарушение правил пользования маломерными судами, имеет право подать жалобу?;
9;5;975;6;9;В течение какого срока гражданин, приобретший маломерное судно (гидроцикл),  должен представить документы на его государственную регистрацию в органы ГИМС МЧС России?;
7;5;777;6;7;В течение какого срока гражданин, приобретший маломерное судно (гидроцикл),  должен представить документы на его государственную регистрацию в органы ГИМС МЧС России?;
8;5;1059;6;7;В течение какого срока гражданин, приобретший маломерное судно (гидроцикл), должен представить документы на его государственную регистрацию в органы ГИМС МЧС России?;
3;5;606;15;10;В течение какого срока должен быть уплачен административный штраф со дня вступления постановления по делу об административном правонарушении в законную силу?;
5;5;1264;7;10;В течение какого срока должен быть уплачен административный штраф со дня вступления постановления по делу об административном правонарушении в законную силу?;
6;5;1506;7;10;В течение какого срока должен быть уплачен административный штраф со дня вступления постановления по делу об административном правонарушении в законную силу?;
4;5;730;15;8;В течение какого срока лицам, привлеченным к административной ответственности, должен быть уплачен штраф?;
8;5;1084;9;7;В течение какого срока собственник маломерного судна (гидроцикла) обязан сообщить в орган государственной регистрации судна о любом изменении сведений, внесенных в судовую книгу?;
2;5;19;2;9;В течение какого срока судовладелец маломерного судна обязан сообщить в орган государственной регистрации судна о любом изменении сведений, внесенных в судовую книгу?;
4;5;713;13;7;В течение какого срока судовладелец маломерного судна обязан сообщить в орган государственной регистрации судна о любом изменении сведений, внесенных в судовую книгу?;
4;5;642;4;8;В течении какого времени судоводитель имеет право обжаловать постановление по делу об административном правонарушении со дня получения копии постановления?;
1;5;350;15;10;В течении какого срока должен быть уплачен административный штраф со дня вступления постановления по делу об административном правонарушении в законную силу?;
7;5;801;9;7;В течении какого срока собственник маломерного судна (гидроцикла) обязан сообщить в орган государственной регистрации судна о любом изменении сведений, внесенных в судовую книгу?;
9;5;999;9;9;В течении какого срока собственник маломерного судна (гидроцикла) обязан сообщить в орган государственной регистрации судна о любом изменении сведений, внесенных в судовую книгу?;
2;5;89;9;9;В чьи обязанности входит проведение инструктажа пассажиров по правилам поведения во время плавания на маломерном судне?;
2;5;199;20;9;В чьи обязанности входит проведение инструктажа пассажиров по правилам поведения во время плавания на маломерном судне?;
1;5;390;19;10;В чьи обязанности входит проведение инструктажа пассажиров по правилам поведения во время плавания на маломерном судне?;
4;5;633;3;7;В чьи обязанности входит проведение инструктажа пассажиров по правилам поведения во время плавания на маломерном судне?;
3;5;1144;19;10;В чьи обязанности входит проведение инструктажа пассажиров по правилам поведения во время плавания на маломерном судне?;
5;5;1216;3;10;В чьи обязанности входит проведение инструктажа пассажиров по правилам поведения во время плавания на маломерном судне?;
6;5;1458;3;10;В чьи обязанности входит проведение инструктажа пассажиров по правилам поведения во время плавания на маломерном судне?;
8;2;1039;4;3;Где должно следовать маломерное судно (в т.ч. гидроцикл) по судовому ходу, если нет возможности следовать по кромке или за кромкой судового хода?;
5;5;1374;16;12;Где ежегодно публикуются извлечения из действующих в территориальном море Российской Федерации законов, правил и инструкций, и может ли ссылка на их незнание являться основанием для уклонения от ответственности за их нарушение при плавании в территориальном море?;
5;5;1422;20;12;Где ежегодно публикуются извлечения из действующих в территориальном море Российской Федерации законов, правил и инструкций, и может ли ссылка на их незнание являться основанием для уклонения от ответственности за их нарушение при плавании в территориальном море?;
6;5;1615;16;14;Где ежегодно публикуются извлечения из действующих в территориальном море Российской Федерации законов, правил и инструкций, и может ли ссылка на их незнание являться основанием для уклонения от ответственности за их нарушение при плавании в территориальном море?;
6;5;1663;20;14;Где ежегодно публикуются извлечения из действующих в территориальном море Российской Федерации законов, правил и инструкций, и может ли ссылка на их незнание являться основанием для уклонения от ответственности за их нарушение при плавании в территориальном море?;
3;4;1147;19;13;Где устанавливается такой плавучий навигационный знак?;
3;5;1123;18;3;Для каких целей используется 13 - й радиоканал?;
5;5;1389;18;3;Для каких целей используется 13 - й радиоканал?;
6;5;1631;18;3;Для каких целей используется 13 - й радиоканал?;
2;2;113;12;3;Для какого одновинтового моторного судна характерен такой подход к пирсу (причалу)?;
1;2;235;4;5;Для какого одновинтового моторного судна характерен такой подход к пирсу (причалу)?;
1;2;245;5;5;Для какого одновинтового моторного судна характерен такой подход к пирсу (причалу)?;
3;2;447;4;5;Для какого одновинтового моторного судна характерен такой подход к пирсу (причалу)?;
3;2;461;5;5;Для какого одновинтового моторного судна характерен такой подход к пирсу (причалу)?;
5;2;1331;13;5;Для какого одновинтового моторного судна характерен такой подход к пирсу (причалу)?;
5;2;1379;17;5;Для какого одновинтового моторного судна характерен такой подход к пирсу (причалу)?;
6;2;1573;13;5;Для какого одновинтового моторного судна характерен такой подход к пирсу (причалу)?;
6;2;1621;17;5;Для какого одновинтового моторного судна характерен такой подход к пирсу (причалу)?;
4;2;679;9;5;Для какого одновинтового моторного судна характерен такой способ подхода к пирсу (причалу)?;
1;1;281;9;1;Для какой цели предназначена вертикальная стойка, называемая пиллерсом?;
1;1;233;4;3;Для какой цели служит устанавливаемый внутри нактоуза магнитного компаса девиационный прибор?;
5;1;1221;4;3;Для какой цели служит устанавливаемый внутри нактоуза магнитного компаса девиационный прибор?;
6;1;1463;4;3;Для какой цели служит устанавливаемый внутри нактоуза магнитного компаса девиационный прибор?;
3;4;482;6;12;Для прохода каких судов предназначен этот пролет моста?;
6;4;1694;6;12;Для прохода каких судов предназначен этот пролет моста?;
2;4;86;9;6;Для прохода каких судов предназначен этот пролет моста? ;
9;2;933;1;3;Должно ли маломерное моторное судно на ходу уступить дорогу парусному судну?;
8;2;1015;1;3;Должно ли маломерное моторное судно на ходу уступить дорогу парусному судну?;
7;2;733;1;3;Должно ли маломерное моторное судно на ходу уступить дорогу парусному судну?;
9;2;939;2;3;Если два моторных судна идут пересекающимися курсами так, что возникает опасность столкновения, какое судно должно уступить дорогу другому судну?;
9;2;963;5;3;Если два моторных судна идут пересекающимися курсами так, что возникает опасность столкновения, какое судно должно уступить дорогу другому судну?;
7;2;741;2;3;Если два моторных судна идут пересекающимися курсами так, что возникает опасность столкновения, какое судно должно уступить дорогу другому судну?;
7;2;765;5;3;Если два моторных судна идут пересекающимися курсами так, что возникает опасность столкновения, какое судно должно уступить дорогу другому судну?;
8;2;1023;2;3;Если два моторных судна идут пересекающимися курсами так, что возникает опасность столкновения, какое судно должно уступить дорогу другому судну?;
8;2;1047;5;3;Если два моторных судна идут пересекающимися курсами так, что возникает опасность столкновения, какое судно должно уступить дорогу другому судну?;
1;2;275;8;5;Если судно уступает дорогу другому судну, как должно маневрировать судно, которому уступают дорогу?;
3;2;503;8;5;Если судно уступает дорогу другому судну, как должно маневрировать судно, которому уступают дорогу?;
5;2;1355;15;5;Если судно уступает дорогу другому судну, как должно маневрировать судно, которому уступают дорогу?;
6;2;1597;15;5;Если судно уступает дорогу другому судну, как должно маневрировать судно, которому уступают дорогу?;
2;5;110;11;10;За какое нарушение государственный инспектор по маломерным судам имеет право задержать маломерное судно и поместить его на специализированную стоянку для хранения?;
3;5;452;4;10;За какое нарушение государственный инспектор по маломерным судам имеет право задержать маломерное судно и поместить его на специализированную стоянку для хранения?;
4;5;674;8;8;За какое нарушение государственный инспектор по маломерным судам имеет право задержать маломерное судно и поместить его на специализированную стоянку для хранения?;
5;5;1396;18;10;За какое нарушение государственный инспектор по маломерным судам имеет право задержать маломерное судно и поместить его на специализированную стоянку для хранения?;
6;5;1638;18;10;За какое нарушение государственный инспектор по маломерным судам имеет право задержать маломерное судно и поместить его на специализированную стоянку для хранения?;
1;5;240;4;10;За какое нарушение государственный инспектор по маломерным судам имеет право задержать маломерное судно и поместить его на специализированную стоянку для хранения? ;
7;5;793;8;7;Использование гидроциклов разрешается:;
8;5;1075;8;7;Использование гидроциклов разрешается:;
9;5;991;8;9;Использование гидроциклов разрешается:;
7;1;795;9;1;К каким последствиям может привести засорение входного отверстия водовода водомета травой, ракушками, галькой или другим мусором?;
8;1;1078;9;1;К каким последствиям может привести засорение входного отверстия водовода водомета травой, ракушками, галькой или другим мусором?;
9;1;993;9;1;К каким последствиям может привести засорение входного отверстия водовода водомета травой, ракушками, галькой или другим мусором?;
6;4;1675;1;15;К какому из этих плавучих знаков , выставляемому на правой кромке судового хода, запрещается приближаться?;
3;4;413;1;13;К какому из этих плавучих знаков, выставленному на правой кромке, запрещается приближаться?;
2;4;187;19;7;К какому из этих плавучих знаков, выставляемому на правой кромке, запрещается приближаться?;
3;5;598;15;2;К какому типу  судов относится моторное маломерное судно с подвесным лодочным мотором?;
4;5;724;15;2;К какому типу судов относится маломерное моторное судно с подвесным лодочным мотором?;
2;5;72;8;2;К какому типу судов относится маломерное моторное судно со стационарным двигателем?;
1;5;312;12;2;К какому типу судов относится маломерное моторное судно со стационарным двигателем?;
3;5;500;8;2;К какому типу судов относится маломерное моторное судно со стационарным двигателем?;
4;5;668;8;2;К какому типу судов относится маломерное моторное судно со стационарным двигателем?;
5;5;1268;8;2;К какому типу судов относится маломерное моторное судно со стационарным двигателем?;
6;5;1510;8;2;К какому типу судов относится маломерное моторное судно со стационарным двигателем?;
2;5;142;15;2;К какому типу судов относится моторное маломерное судно с подвесным лодочным мотором?;
5;5;1352;15;2;К какому типу судов относится моторное маломерное судно с подвесным лодочным мотором?;
6;5;1594;15;2;К какому типу судов относится моторное маломерное судно с подвесным лодочным мотором?;
7;1;803;10;1;К чему следует крепить коренной конец шнура безопасности?;
8;1;1077;10;1;К чему следует крепить коренной конец шнура безопасности?;
9;1;1001;10;1;К чему следует крепить коренной конец шнура безопасности?;
3;1;597;15;1;Как  называется полоса на верхней кромке фальшборта, которую часто покрывают деревянным брусом?;
1;5;282;9;2;Как выглядит формула класса беспалубной мотолодки, которой разрешено плавание в бассейнах 4 разряда, допускается устанавливать двигатель мощностью до 40 кВт и размещать на борту не более 4 чел.?;
2;4;178;18;8;Как движется это моторное маломерное судно по отношению к наблюдателю?;
3;4;428;2;14;Как движется это моторное маломерное судно по отношению к наблюдателю?;
6;4;1680;2;16;Как движется это моторное маломерное судно по отношению к наблюдателю?;
4;2;687;10;5;Как должен маневрировать судоводитель катера (моторной лодки), если при подходе к упавшему за борт с поворотом на 360 град. не удалось остановиться наветреннее пострадавшего?;
